https://www.michiganlottery.com/resources/number-tools?SELECTED_TOOL=PAST_RESULTS&SELECTED_GAME=6
"Draw Date","Winning Numbers","Drawing Type"
"10/27/2010","6,19,24,37,40,45","REGULAR DRAWING"
"10/23/2010","9,10,14,15,23,29","REGULAR DRAWING"
"10/20/2010","6,11,15,16,33,44","REGULAR DRAWING"
"10/16/2010","3,20,23,32,36,42","REGULAR DRAWING"
"10/13/2010","12,23,24,34,38,40","REGULAR DRAWING"
"10/09/2010","2,7,16,22,28,38","REGULAR DRAWING"
"10/06/2010","2,32,34,38,40,47","REGULAR DRAWING"
"10/02/2010","19,24,32,35,41,44","REGULAR DRAWING"
"09/29/2010","5,9,20,32,36,43","REGULAR DRAWING"
"09/25/2010","4,18,21,30,32,42","REGULAR DRAWING"
"09/22/2010","10,20,22,30,31,43","REGULAR DRAWING"
"09/18/2010","13,22,25,32,34,35","REGULAR DRAWING"
"09/15/2010","7,8,13,33,37,47","REGULAR DRAWING"
"09/11/2010","16,20,26,38,42,46","REGULAR DRAWING"
"09/08/2010","15,16,18,19,32,47","REGULAR DRAWING"
"09/04/2010","7,9,17,23,37,39","REGULAR DRAWING"
"09/01/2010","5,9,10,12,19,46","REGULAR DRAWING"
"08/28/2010","5,14,20,26,43,44","REGULAR DRAWING"
"08/25/2010","12,18,27,28,37,38","REGULAR DRAWING"
"08/21/2010","2,8,19,20,31,34","REGULAR DRAWING"
"08/18/2010","15,17,23,28,40,42","REGULAR DRAWING"
"08/14/2010","8,9,24,25,28,39","REGULAR DRAWING"
"08/11/2010","9,19,21,25,30,41","REGULAR DRAWING"
"08/07/2010","1,3,12,13,14,36","REGULAR DRAWING"
"08/04/2010","1,9,11,18,32,44","REGULAR DRAWING"
"07/31/2010","3,4,11,19,21,23","REGULAR DRAWING"
"07/28/2010","1,5,6,11,22,38","REGULAR DRAWING"
"07/24/2010","6,14,15,21,22,47","REGULAR DRAWING"
"07/21/2010","16,19,27,32,39,43","REGULAR DRAWING"
"07/17/2010","5,20,26,30,41,42","REGULAR DRAWING"
"07/14/2010","2,13,34,44,46,47","REGULAR DRAWING"
"07/10/2010","11,13,20,29,36,40","REGULAR DRAWING"
"07/07/2010","18,29,36,40,46,47","REGULAR DRAWING"
"07/03/2010","4,9,25,32,34,47","REGULAR DRAWING"
"06/30/2010","5,20,37,40,42,44","REGULAR DRAWING"
"06/26/2010","3,19,23,34,37,43","REGULAR DRAWING"
"06/23/2010","6,10,11,38,39,45","REGULAR DRAWING"
"06/19/2010","2,14,20,22,31,36","REGULAR DRAWING"
"06/16/2010","3,12,36,37,38,45","REGULAR DRAWING"
"06/12/2010","12,24,26,35,36,39","REGULAR DRAWING"
"06/09/2010","11,13,16,19,32,43","REGULAR DRAWING"
"06/05/2010","1,7,12,13,24,35","REGULAR DRAWING"
"06/02/2010","2,9,11,21,24,40","REGULAR DRAWING"
"05/29/2010","6,11,20,27,36,40","REGULAR DRAWING"
"05/26/2010","1,7,18,25,27,45","REGULAR DRAWING"
"05/22/2010","8,13,16,19,24,26","REGULAR DRAWING"
"05/19/2010","1,13,18,26,35,40","REGULAR DRAWING"
"05/15/2010","5,15,17,18,21,30","REGULAR DRAWING"
"05/12/2010","13,21,22,29,31,43","REGULAR DRAWING"
"05/08/2010","5,23,31,36,43,47","REGULAR DRAWING"
"05/05/2010","5,32,33,34,42,47","REGULAR DRAWING"
"05/01/2010","6,17,27,35,41,45","REGULAR DRAWING"
"04/28/2010","2,7,10,30,31,33","REGULAR DRAWING"
"04/24/2010","3,12,17,28,29,33","REGULAR DRAWING"
"04/21/2010","8,10,21,30,35,41","REGULAR DRAWING"
"04/17/2010","3,5,12,17,29,30","REGULAR DRAWING"
"04/14/2010","1,9,17,21,36,43","REGULAR DRAWING"
"04/10/2010","1,5,11,27,33,40","REGULAR DRAWING"
"04/07/2010","8,13,19,30,31,47","REGULAR DRAWING"
"04/03/2010","3,6,27,29,42,46","REGULAR DRAWING"
"03/31/2010","6,8,22,28,33,34","REGULAR DRAWING"
"03/27/2010","4,11,17,25,27,33","REGULAR DRAWING"
"03/24/2010","10,11,14,25,31,44","REGULAR DRAWING"
"03/20/2010","14,16,28,30,32,35","REGULAR DRAWING"
"03/17/2010","1,8,18,24,32,37","REGULAR DRAWING"
"03/13/2010","23,24,25,28,31,41","REGULAR DRAWING"
"03/10/2010","6,15,22,40,41,42","REGULAR DRAWING"
"03/06/2010","3,16,28,30,34,44","REGULAR DRAWING"
"03/03/2010","15,20,21,23,34,37","REGULAR DRAWING"
"02/27/2010","5,7,14,36,40,45","REGULAR DRAWING"
"02/24/2010","7,9,18,23,25,32","REGULAR DRAWING"
"02/20/2010","28,29,30,38,43,46","REGULAR DRAWING"
"02/17/2010","7,22,32,33,43,44","REGULAR DRAWING"
"02/13/2010","5,9,14,21,38,45","REGULAR DRAWING"
"02/10/2010","8,10,11,20,34,43","REGULAR DRAWING"
"02/06/2010","4,10,14,28,32,33","REGULAR DRAWING"
"02/03/2010","2,15,17,32,45,46","REGULAR DRAWING"
"01/30/2010","3,15,18,19,25,30","REGULAR DRAWING"
"01/27/2010","6,17,18,29,36,38","REGULAR DRAWING"
"01/23/2010","5,18,21,27,37,40","REGULAR DRAWING"
"01/20/2010","2,8,10,34,36,39","REGULAR DRAWING"
"01/16/2010","1,2,6,28,31,34","REGULAR DRAWING"
"01/13/2010","6,7,11,17,18,33","REGULAR DRAWING"
"01/09/2010","11,17,21,27,38,40","REGULAR DRAWING"
"01/06/2010","13,15,16,23,45,47","REGULAR DRAWING"
"01/02/2010","4,5,8,15,25,29","REGULAR DRAWING"
"12/30/2009","4,6,11,16,42,44","REGULAR DRAWING"
"12/26/2009","2,12,13,15,29,31","REGULAR DRAWING"
"12/23/2009","5,10,21,26,27,36","REGULAR DRAWING"
"12/19/2009","10,12,24,27,38,46","REGULAR DRAWING"
"12/16/2009","1,6,9,10,12,17","REGULAR DRAWING"
"12/12/2009","8,16,18,19,24,44","REGULAR DRAWING"
"12/09/2009","4,5,18,36,41,43","REGULAR DRAWING"
"12/05/2009","10,19,21,23,34,45","REGULAR DRAWING"
"12/02/2009","11,18,21,38,39,40","REGULAR DRAWING"
"11/28/2009","6,9,15,18,30,37","REGULAR DRAWING"
"11/25/2009","21,23,28,31,39,41","REGULAR DRAWING"
"11/21/2009","3,9,18,36,44,47","REGULAR DRAWING"
"11/18/2009","8,16,23,25,32,35","REGULAR DRAWING"
"11/14/2009","2,14,34,41,42,46","REGULAR DRAWING"
"11/11/2009","2,8,25,26,27,42","REGULAR DRAWING"
"11/07/2009","5,10,15,17,18,42","REGULAR DRAWING"
"11/04/2009","6,14,15,29,37,45","REGULAR DRAWING"
"10/31/2009","6,8,18,20,29,37","REGULAR DRAWING"
"10/28/2009","8,18,26,36,38,45","REGULAR DRAWING"
"10/24/2009","3,7,9,17,21,39","REGULAR DRAWING"
"10/21/2009","6,8,18,25,32,47","REGULAR DRAWING"
"10/17/2009","19,28,34,35,37,42","REGULAR DRAWING"
"10/14/2009","3,23,26,33,36,38","REGULAR DRAWING"
"10/10/2009","1,2,31,39,42,47","REGULAR DRAWING"
"10/07/2009","8,13,23,31,34,45","REGULAR DRAWING"
"10/03/2009","11,18,20,24,28,35","REGULAR DRAWING"
"09/30/2009","2,5,6,10,22,27","REGULAR DRAWING"
"09/26/2009","2,15,16,40,41,47","REGULAR DRAWING"
"09/23/2009","8,20,21,24,35,47","REGULAR DRAWING"
"09/19/2009","7,8,10,20,25,38","REGULAR DRAWING"
"09/16/2009","2,3,14,15,33,35","REGULAR DRAWING"
"09/12/2009","7,14,18,35,36,46","REGULAR DRAWING"
"09/09/2009","3,6,18,30,34,36","REGULAR DRAWING"
"09/05/2009","13,19,22,34,37,45","REGULAR DRAWING"
"09/02/2009","16,20,25,30,37,38","REGULAR DRAWING"
"08/29/2009","13,25,26,31,43,46","REGULAR DRAWING"
"08/26/2009","11,15,20,22,39,45","REGULAR DRAWING"
"08/22/2009","3,7,9,33,39,45","REGULAR DRAWING"
"08/19/2009","7,30,35,37,39,44","REGULAR DRAWING"
"08/15/2009","9,19,20,21,28,40","REGULAR DRAWING"
"08/12/2009","4,9,24,26,38,43","REGULAR DRAWING"
"08/08/2009","3,4,7,17,28,39","REGULAR DRAWING"
"08/05/2009","8,19,24,32,40,43","REGULAR DRAWING"
"08/01/2009","4,11,23,37,39,46","REGULAR DRAWING"
"07/29/2009","24,25,39,40,41,43","REGULAR DRAWING"
"07/25/2009","3,5,13,21,26,30","REGULAR DRAWING"
"07/22/2009","3,4,9,22,26,43","REGULAR DRAWING"
"07/18/2009","11,19,28,34,37,42","REGULAR DRAWING"
"07/15/2009","2,3,16,17,19,40","REGULAR DRAWING"
"07/11/2009","3,6,7,15,21,29","REGULAR DRAWING"
"07/08/2009","3,4,19,20,40,43","REGULAR DRAWING"
"07/04/2009","16,26,31,35,36,39","REGULAR DRAWING"
"07/01/2009","1,4,5,16,30,38","REGULAR DRAWING"
"06/27/2009","7,21,34,38,41,44","REGULAR DRAWING"
"06/24/2009","4,6,14,28,36,39","REGULAR DRAWING"
"06/20/2009","9,15,18,21,41,43","REGULAR DRAWING"
"06/17/2009","4,30,31,32,33,47","REGULAR DRAWING"
"06/13/2009","5,20,21,31,33,37","REGULAR DRAWING"
"06/10/2009","1,11,14,31,33,36","REGULAR DRAWING"
"06/06/2009","1,3,19,20,25,31","REGULAR DRAWING"
"06/03/2009","3,6,8,14,34,44","REGULAR DRAWING"
"05/30/2009","7,10,18,20,25,35","REGULAR DRAWING"
"05/27/2009","3,6,18,22,29,46","REGULAR DRAWING"
"05/23/2009","5,11,12,22,30,35","REGULAR DRAWING"
"05/20/2009","1,17,36,39,40,45","REGULAR DRAWING"
"05/16/2009","6,10,16,19,23,45","REGULAR DRAWING"
"05/13/2009","2,6,12,16,30,43","REGULAR DRAWING"
"05/09/2009","2,13,23,32,40,42","REGULAR DRAWING"
"05/06/2009","5,18,31,34,37,39","REGULAR DRAWING"
"05/02/2009","1,4,10,22,35,41","REGULAR DRAWING"
"04/29/2009","7,9,19,25,26,41","REGULAR DRAWING"
"04/25/2009","4,5,7,29,36,41","REGULAR DRAWING"
"04/22/2009","6,14,27,28,29,32","REGULAR DRAWING"
"04/18/2009","1,10,20,28,29,41","REGULAR DRAWING"
"04/15/2009","2,18,24,33,34,46","REGULAR DRAWING"
"04/11/2009","4,5,22,28,30,34","REGULAR DRAWING"
"04/08/2009","3,13,30,34,35,41","REGULAR DRAWING"
"04/04/2009","16,19,23,27,30,45","REGULAR DRAWING"
"04/01/2009","1,4,8,19,31,46","REGULAR DRAWING"
"03/28/2009","13,14,26,32,40,45","REGULAR DRAWING"
"03/25/2009","18,20,22,36,42,46","REGULAR DRAWING"
"03/21/2009","10,13,20,26,39,43","REGULAR DRAWING"
"03/18/2009","1,15,19,23,32,38","REGULAR DRAWING"
"03/14/2009","6,10,19,21,22,32","REGULAR DRAWING"
"03/11/2009","10,30,31,32,35,36","REGULAR DRAWING"
"03/07/2009","2,19,21,24,39,40","REGULAR DRAWING"
"03/04/2009","3,7,15,21,25,31","REGULAR DRAWING"
"02/28/2009","7,19,34,37,38,46","REGULAR DRAWING"
"02/25/2009","8,27,28,43,44,47","REGULAR DRAWING"
"02/21/2009","2,7,16,17,39,45","REGULAR DRAWING"
"02/18/2009","4,5,12,23,32,41","REGULAR DRAWING"
"02/14/2009","15,18,21,23,39,46","REGULAR DRAWING"
"02/11/2009","12,16,19,21,25,26","REGULAR DRAWING"
"02/07/2009","12,23,34,35,36,41","REGULAR DRAWING"
"02/04/2009","4,10,12,19,37,39","REGULAR DRAWING"
"01/31/2009","4,6,20,26,37,42","REGULAR DRAWING"
"01/28/2009","17,20,26,37,38,41","REGULAR DRAWING"
"01/24/2009","19,20,27,29,43,47","REGULAR DRAWING"
"01/21/2009","8,11,16,22,23,37","REGULAR DRAWING"
"01/17/2009","5,6,40,44,46,47","REGULAR DRAWING"
"01/14/2009","1,5,12,27,32,47","REGULAR DRAWING"
"01/10/2009","3,11,17,24,37,47","REGULAR DRAWING"
"01/07/2009","4,17,26,33,37,38","REGULAR DRAWING"
"01/03/2009","1,7,9,24,31,37","REGULAR DRAWING"
"12/31/2008","3,12,14,15,22,26","REGULAR DRAWING"
"12/27/2008","6,11,17,23,31,36","REGULAR DRAWING"
"12/24/2008","10,24,32,37,42,43","REGULAR DRAWING"
"12/20/2008","1,19,21,24,30,43","REGULAR DRAWING"
"12/17/2008","2,24,30,33,34,43","REGULAR DRAWING"
"12/13/2008","2,3,6,18,27,28","REGULAR DRAWING"
"12/10/2008","11,23,24,25,26,40","REGULAR DRAWING"
"12/06/2008","3,27,30,42,44,46","REGULAR DRAWING"
"12/03/2008","9,22,24,27,29,41","REGULAR DRAWING"
"11/29/2008","19,22,33,36,38,45","REGULAR DRAWING"
"11/26/2008","4,10,18,35,38,45","REGULAR DRAWING"
"11/22/2008","5,9,21,37,43,45","REGULAR DRAWING"
"11/19/2008","11,13,18,39,46,47","REGULAR DRAWING"
"11/15/2008","13,17,24,29,36,43","REGULAR DRAWING"
"11/12/2008","16,18,19,40,42,43","REGULAR DRAWING"
"11/08/2008","3,11,13,32,45,47","REGULAR DRAWING"
"11/05/2008","1,4,16,17,29,38","REGULAR DRAWING"
"11/01/2008","1,7,16,18,30,39","REGULAR DRAWING"
"10/29/2008","5,9,16,41,42,43","REGULAR DRAWING"
"10/25/2008","5,17,21,35,42,43","REGULAR DRAWING"
"10/22/2008","3,14,17,24,34,46","REGULAR DRAWING"
"10/18/2008","4,16,32,34,35,36","REGULAR DRAWING"
"10/15/2008","2,16,25,30,31,44","REGULAR DRAWING"
"10/11/2008","2,7,15,22,28,37","REGULAR DRAWING"
"10/08/2008","8,10,19,27,34,42","REGULAR DRAWING"
"10/04/2008","5,13,20,23,41,46","REGULAR DRAWING"
"10/01/2008","4,22,23,32,40,46","REGULAR DRAWING"
"09/27/2008","14,15,25,28,37,44","REGULAR DRAWING"
"09/24/2008","11,15,17,26,32,43","REGULAR DRAWING"
"09/20/2008","3,5,7,31,34,36","REGULAR DRAWING"
"09/17/2008","2,11,20,28,35,43","REGULAR DRAWING"
"09/13/2008","4,8,15,16,30,41","REGULAR DRAWING"
"09/10/2008","11,16,20,29,30,35","REGULAR DRAWING"
"09/06/2008","17,21,36,37,41,44","REGULAR DRAWING"
"09/03/2008","6,9,14,31,32,37","REGULAR DRAWING"
"08/30/2008","13,14,33,37,40,44","REGULAR DRAWING"
"08/27/2008","2,6,17,28,31,36","REGULAR DRAWING"
"08/23/2008","5,9,16,28,29,42","REGULAR DRAWING"
"08/20/2008","5,21,34,38,43,47","REGULAR DRAWING"
"08/16/2008","21,24,27,33,39,41","REGULAR DRAWING"
"08/13/2008","6,8,11,24,38,40","REGULAR DRAWING"
"08/09/2008","4,7,11,25,31,38","REGULAR DRAWING"
"08/06/2008","1,13,16,27,39,42","REGULAR DRAWING"
"08/02/2008","7,26,33,34,40,41","REGULAR DRAWING"
"07/30/2008","5,19,35,36,38,46","REGULAR DRAWING"
"07/26/2008","7,9,11,14,37,46","REGULAR DRAWING"
"07/23/2008","11,33,38,40,41,43","REGULAR DRAWING"
"07/19/2008","8,15,27,32,43,44","REGULAR DRAWING"
"07/16/2008","3,6,10,23,29,40","REGULAR DRAWING"
"07/12/2008","2,4,21,26,36,40","REGULAR DRAWING"
"07/09/2008","4,11,23,24,26,41","REGULAR DRAWING"
"07/05/2008","16,22,26,37,40,43","REGULAR DRAWING"
"07/02/2008","6,7,22,35,42,47","REGULAR DRAWING"
"06/28/2008","2,11,13,20,30,39","REGULAR DRAWING"
"06/25/2008","9,16,23,28,32,46","REGULAR DRAWING"
"06/21/2008","7,10,19,23,32,44","REGULAR DRAWING"
"06/18/2008","9,21,33,39,40,41","REGULAR DRAWING"
"06/14/2008","6,16,18,28,38,42","REGULAR DRAWING"
"06/11/2008","16,20,23,29,37,40","REGULAR DRAWING"
"06/07/2008","7,16,22,24,27,42","REGULAR DRAWING"
"06/04/2008","1,11,12,20,21,29","REGULAR DRAWING"
"05/31/2008","8,19,25,26,33,35","REGULAR DRAWING"
"05/28/2008","8,15,17,23,35,43","REGULAR DRAWING"
"05/24/2008","7,8,21,25,28,36","REGULAR DRAWING"
"05/21/2008","4,9,14,17,36,37","REGULAR DRAWING"
"05/17/2008","7,18,34,38,43,46","REGULAR DRAWING"
"05/14/2008","1,5,6,7,38,44","REGULAR DRAWING"
"05/10/2008","5,9,18,34,38,42","REGULAR DRAWING"
"05/07/2008","3,8,23,39,43,47","REGULAR DRAWING"
"05/03/2008","18,22,25,32,37,40","REGULAR DRAWING"
"04/30/2008","15,20,40,42,43,47","REGULAR DRAWING"
"04/26/2008","2,4,10,34,39,42","REGULAR DRAWING"
"04/23/2008","7,15,19,20,32,47","REGULAR DRAWING"
"04/19/2008","6,8,13,35,40,45","REGULAR DRAWING"
"04/16/2008","4,5,16,38,39,40","REGULAR DRAWING"
"04/12/2008","1,4,20,27,36,44","REGULAR DRAWING"
"04/09/2008","1,5,6,15,34,44","REGULAR DRAWING"
"04/05/2008","2,7,8,14,16,28","REGULAR DRAWING"
"04/02/2008","5,14,16,34,35,42","REGULAR DRAWING"
"03/29/2008","5,15,16,26,28,46","REGULAR DRAWING"
"03/26/2008","7,10,12,20,30,39","REGULAR DRAWING"
"03/22/2008","3,16,27,31,37,45","REGULAR DRAWING"
"03/19/2008","3,5,24,31,33,37","REGULAR DRAWING"
"03/15/2008","11,15,18,21,32,37","REGULAR DRAWING"
"03/12/2008","5,7,24,26,33,38","REGULAR DRAWING"
"03/08/2008","1,2,14,35,39,40","REGULAR DRAWING"
"03/05/2008","16,20,25,33,37,44","REGULAR DRAWING"
"03/01/2008","4,9,25,27,30,42","REGULAR DRAWING"
"02/27/2008","21,23,25,26,39,47","REGULAR DRAWING"
"02/23/2008","7,17,23,40,41,47","REGULAR DRAWING"
"02/20/2008","5,11,18,26,35,36","REGULAR DRAWING"
"02/16/2008","2,5,16,33,35,45","REGULAR DRAWING"
"02/13/2008","8,14,17,32,38,42","REGULAR DRAWING"
"02/09/2008","5,11,17,23,25,45","REGULAR DRAWING"
"02/06/2008","2,8,17,22,35,43","REGULAR DRAWING"
"02/02/2008","4,18,30,42,43,47","REGULAR DRAWING"
"01/30/2008","5,21,36,39,41,46","REGULAR DRAWING"
"01/26/2008","1,7,13,28,33,42","REGULAR DRAWING"
"01/23/2008","8,21,34,37,40,47","REGULAR DRAWING"
"01/19/2008","5,9,18,21,22,46","REGULAR DRAWING"
"01/16/2008","12,15,19,33,39,44","REGULAR DRAWING"
"01/12/2008","6,11,28,30,31,41","REGULAR DRAWING"
"01/09/2008","4,12,15,18,31,43","REGULAR DRAWING"
"01/05/2008","4,17,22,24,34,44","REGULAR DRAWING"
"01/02/2008","10,16,21,29,30,46","REGULAR DRAWING"
"12/29/2007","4,21,38,40,45,46","REGULAR DRAWING"
"12/26/2007","12,27,30,32,36,45","REGULAR DRAWING"
"12/22/2007","5,22,23,26,36,37","REGULAR DRAWING"
"12/19/2007","2,8,16,19,28,43","REGULAR DRAWING"
"12/15/2007","10,12,13,15,22,45","REGULAR DRAWING"
"12/12/2007","10,23,30,34,44,45","REGULAR DRAWING"
"12/08/2007","12,13,17,23,40,41","REGULAR DRAWING"
"12/05/2007","12,15,17,18,42,47","REGULAR DRAWING"
"12/01/2007","3,5,8,18,35,41","REGULAR DRAWING"
"11/28/2007","3,9,12,17,39,45","REGULAR DRAWING"
"11/24/2007","11,12,15,27,41,42","REGULAR DRAWING"
"11/21/2007","7,19,20,36,40,44","REGULAR DRAWING"
"11/17/2007","1,3,19,26,31,34","REGULAR DRAWING"
"11/14/2007","2,4,11,16,33,34","REGULAR DRAWING"
"11/10/2007","10,17,20,23,30,38","REGULAR DRAWING"
"11/07/2007","15,22,24,36,39,41","REGULAR DRAWING"
"11/03/2007","6,12,14,19,30,45","REGULAR DRAWING"
"10/31/2007","1,10,14,19,20,35","REGULAR DRAWING"
"10/27/2007","3,7,27,30,41,43","REGULAR DRAWING"
"10/24/2007","2,3,12,20,24,44","REGULAR DRAWING"
"10/20/2007","4,6,34,39,41,47","REGULAR DRAWING"
"10/17/2007","6,8,10,22,24,44","REGULAR DRAWING"
"10/13/2007","10,22,36,41,42,44","REGULAR DRAWING"
"10/10/2007","8,20,24,30,35,44","REGULAR DRAWING"
"10/06/2007","3,6,8,24,28,46","REGULAR DRAWING"
"10/03/2007","8,22,26,29,30,34","REGULAR DRAWING"
"09/29/2007","9,14,22,42,43,44","REGULAR DRAWING"
"09/26/2007","4,20,22,26,32,40","REGULAR DRAWING"
"09/22/2007","1,2,3,31,36,46","REGULAR DRAWING"
"09/19/2007","7,13,16,19,24,35","REGULAR DRAWING"
"09/15/2007","2,3,26,36,41,45","REGULAR DRAWING"
"09/12/2007","11,17,23,25,40,43","REGULAR DRAWING"
"09/08/2007","6,28,29,33,35,38","REGULAR DRAWING"
"09/05/2007","1,19,31,33,40,43","REGULAR DRAWING"
"09/01/2007","1,21,29,30,38,46","REGULAR DRAWING"
"08/29/2007","2,15,21,23,33,34","REGULAR DRAWING"
"08/25/2007","7,10,18,27,28,41","REGULAR DRAWING"
"08/22/2007","3,11,15,36,46,47","REGULAR DRAWING"
"08/18/2007","3,8,14,18,32,35","REGULAR DRAWING"
"08/15/2007","13,15,16,18,21,32","REGULAR DRAWING"
"08/11/2007","13,20,21,25,44,46","REGULAR DRAWING"
"08/08/2007","15,19,23,25,32,39","REGULAR DRAWING"
"08/04/2007","1,11,13,30,40,46","REGULAR DRAWING"
"08/01/2007","1,8,38,40,42,46","REGULAR DRAWING"
"07/28/2007","1,11,17,39,44,45","REGULAR DRAWING"
"07/25/2007","15,18,22,34,45,46","REGULAR DRAWING"
"07/21/2007","1,5,18,21,26,35","REGULAR DRAWING"
"07/18/2007","1,11,16,20,24,42","REGULAR DRAWING"
"07/14/2007","3,14,17,20,35,39","REGULAR DRAWING"
"07/11/2007","6,8,13,16,37,46","REGULAR DRAWING"
"07/07/2007","12,17,24,26,42,47","REGULAR DRAWING"
"07/04/2007","15,21,32,37,38,43","REGULAR DRAWING"
"06/30/2007","2,11,29,31,39,40","REGULAR DRAWING"
"06/27/2007","1,4,10,26,31,40","REGULAR DRAWING"
"06/23/2007","8,9,17,19,44,47","REGULAR DRAWING"
"06/20/2007","10,15,22,33,37,46","REGULAR DRAWING"
"06/16/2007","10,14,21,28,35,43","REGULAR DRAWING"
"06/13/2007","12,13,16,33,44,46","REGULAR DRAWING"
"06/09/2007","33,34,36,39,41,47","REGULAR DRAWING"
"06/06/2007","14,18,23,24,32,46","REGULAR DRAWING"
"06/02/2007","5,8,16,19,35,40","REGULAR DRAWING"
"05/30/2007","17,26,28,33,34,39","REGULAR DRAWING"
"05/26/2007","3,15,17,40,41,47","REGULAR DRAWING"
"05/23/2007","2,10,23,29,33,45","REGULAR DRAWING"
"05/19/2007","8,15,18,20,25,26","REGULAR DRAWING"
"05/16/2007","2,19,23,33,41,43","REGULAR DRAWING"
"05/12/2007","1,20,27,36,37,40","REGULAR DRAWING"
"05/09/2007","2,3,18,30,44,46","REGULAR DRAWING"
"05/05/2007","1,5,24,29,37,44","REGULAR DRAWING"
"05/02/2007","1,2,8,38,42,45","REGULAR DRAWING"
"04/28/2007","8,16,17,21,25,45","REGULAR DRAWING"
"04/25/2007","5,8,13,15,41,45","REGULAR DRAWING"
"04/21/2007","2,4,6,9,23,42","REGULAR DRAWING"
"04/18/2007","1,11,25,36,38,41","REGULAR DRAWING"
"04/14/2007","7,10,23,32,40,45","REGULAR DRAWING"
"04/11/2007","7,8,12,19,24,30","REGULAR DRAWING"
"04/07/2007","12,14,15,31,33,47","REGULAR DRAWING"
"04/04/2007","3,5,22,38,43,47","REGULAR DRAWING"
"03/31/2007","7,9,12,15,16,47","REGULAR DRAWING"
"03/28/2007","1,15,21,24,34,42","REGULAR DRAWING"
"03/24/2007","10,22,25,30,38,40","REGULAR DRAWING"
"03/21/2007","1,14,15,20,28,47","REGULAR DRAWING"
"03/17/2007","1,2,26,30,42,45","REGULAR DRAWING"
"03/14/2007","9,11,13,35,46,47","REGULAR DRAWING"
"03/10/2007","4,11,12,16,20,37","REGULAR DRAWING"
"03/07/2007","4,18,22,39,40,42","REGULAR DRAWING"
"03/03/2007","8,19,20,24,27,46","REGULAR DRAWING"
"02/28/2007","3,5,18,30,33,46","REGULAR DRAWING"
"02/24/2007","3,11,16,20,28,32","REGULAR DRAWING"
"02/21/2007","4,19,22,24,26,46","REGULAR DRAWING"
"02/17/2007","2,12,17,19,23,41","REGULAR DRAWING"
"02/14/2007","5,7,30,32,42,47","REGULAR DRAWING"
"02/10/2007","22,25,26,27,39,40","REGULAR DRAWING"
"02/07/2007","10,21,25,27,35,36","REGULAR DRAWING"
"02/03/2007","1,6,32,33,34,39","REGULAR DRAWING"
"01/31/2007","3,8,16,25,28,41","REGULAR DRAWING"
"01/27/2007","14,21,23,27,36,41","REGULAR DRAWING"
"01/24/2007","10,25,32,34,43,46","REGULAR DRAWING"
"01/20/2007","13,15,25,36,41,44","REGULAR DRAWING"
"01/17/2007","1,28,33,37,45,46","REGULAR DRAWING"
"01/13/2007","4,14,29,30,40,44","REGULAR DRAWING"
"01/10/2007","4,5,11,26,30,38","REGULAR DRAWING"
"01/06/2007","10,11,28,31,40,45","REGULAR DRAWING"
"01/03/2007","13,16,18,28,40,47","REGULAR DRAWING"
"12/30/2006","8,15,19,29,33,36","REGULAR DRAWING"
"12/27/2006","2,7,19,30,41,44","REGULAR DRAWING"
"12/23/2006","16,25,27,32,33,37","REGULAR DRAWING"
"12/20/2006","6,16,21,31,34,39","REGULAR DRAWING"
"12/16/2006","1,10,19,22,39,41","REGULAR DRAWING"
"12/13/2006","1,4,19,32,33,46","REGULAR DRAWING"
"12/09/2006","5,14,29,43,44,45","REGULAR DRAWING"
"12/06/2006","5,6,7,10,40,47","REGULAR DRAWING"
"12/02/2006","4,7,8,11,22,45","REGULAR DRAWING"
"11/29/2006","4,11,12,21,28,39","REGULAR DRAWING"
"11/25/2006","5,12,13,32,38,43","REGULAR DRAWING"
"11/22/2006","10,18,19,24,44,45","REGULAR DRAWING"
"11/18/2006","3,7,11,24,39,44","REGULAR DRAWING"
"11/15/2006","2,3,11,26,39,44","REGULAR DRAWING"
"11/11/2006","2,25,29,36,41,43","REGULAR DRAWING"
"11/08/2006","5,26,28,30,32,41","REGULAR DRAWING"
"11/04/2006","6,19,32,35,44,45","REGULAR DRAWING"
"11/01/2006","14,17,23,27,29,40","REGULAR DRAWING"
"10/28/2006","6,7,10,23,26,31","REGULAR DRAWING"
"10/25/2006","5,19,24,36,43,44","REGULAR DRAWING"
"10/21/2006","7,25,26,27,33,44","REGULAR DRAWING"
"10/18/2006","15,18,23,29,34,38","REGULAR DRAWING"
"10/14/2006","3,15,19,27,41,47","REGULAR DRAWING"
"10/11/2006","11,19,20,23,28,43","REGULAR DRAWING"
"10/07/2006","1,9,16,17,31,34","REGULAR DRAWING"
"10/04/2006","2,19,31,37,40,43","REGULAR DRAWING"
"09/30/2006","13,15,20,22,32,41","REGULAR DRAWING"
"09/27/2006","4,7,15,34,37,47","REGULAR DRAWING"
"09/23/2006","12,14,16,17,23,46","REGULAR DRAWING"
"09/20/2006","4,11,15,27,30,33","REGULAR DRAWING"
"09/16/2006","20,30,35,36,38,40","REGULAR DRAWING"
"09/13/2006","4,8,16,32,36,47","REGULAR DRAWING"
"09/09/2006","2,8,9,20,25,45","REGULAR DRAWING"
"09/06/2006","21,22,24,31,40,45","REGULAR DRAWING"
"09/02/2006","3,4,7,9,12,34","REGULAR DRAWING"
"08/30/2006","11,28,29,32,33,35","REGULAR DRAWING"
